Name,Category,Price,Quality
KillingSniper,Supervivencia,63819,60
LightKnights,Casual,46431,30
SniperGarden,Cartas,32374,53
EmpireWarrior,Cooperativo,12301,67
CombatMedal,Cooperativo,22081,99
BeyondGarden,Simulación,35398,94
DeadRot,Indie,6451,95
KillingLeft,Multijugador,60786,61
CompanyBattle,RPG,59622,44
WarriorGarden,Simulación,10603,76
GrandWar,Simulación,30440,98
MeatCombat,Mundo Abierto,13708,59
HeistDuty,Estrategia,67851,41
GrandStrike,Acción,2720,2
BattleLeft,Comedia,22106,86
ArmaMeat,Casual,35390,71
LightPlague,Multijugador,64428,90
HonorBrutal,Exploración,9312,65
CombatCompany,Estrategia,46042,92
ControlThunder,Mundo Abierto,57656,37
HeistLeft,Cooperativo,3629,32
LegendsDying,Exploración,69224,56
DeadThunder,Estrategia,10094,90
BeyondLeft,Aventura,41941,2
DragonEscape,Disparos,7191,98
DyingWarrior,Deportes,28843,19
MafiaTheft,Cooperativo,48415,69
ArmaDead,Supervivencia,36615,79
SniperHeist,Deportes,16088,43
BattleLeft,Casual,11153,99
CompanyDragon,Deportes,27908,68
BeyondDuty,Casual,24682,85
HonorBrutal,Disparos,10287,90
KillingThunder,Deportes,24036,98
WarriorBattle,Comedia,42411,10
LightPlague,Cooperativo,13633,80
PlagueMetro,RPG,7615,99
EmpireControl,Exploración,64939,67
StrikeHeist,Narración,38699,80
KnightsDark,Casual,22879,0
RowDead,Cartas,64086,82
DeadMeat,Disparos,54816,71
CombatWarrior,Simulación,64465,22
LifeDark,Deportes,68939,96
KillingCompany,Multijugador,2235,9
PlagueMeat,RPG,69394,22
RoyaleMeat,Estrategia,1606,45
WarRow,RPG,28227,41
PlantsArma,Cartas,63656,57
LegendsTale,Acción,58213,35
HonorRot,Comedia,58478,65
EmpireEmpire,Supervivencia,54038,90
CombatMortal,RPG,55277,60
EscapeMafia,Aventura,29493,60
RowLeft,Multijugador,2463,30
SpaceEscape,Narración,31827,36
GardenPlague,Mundo Abierto,34133,13
DarkMeat,Disparos,5292,68
BattleGarden,Narración,67641,37
FloorRunner,Deportes,43203,8
AgeHonor,Estrategia,29128,25
BattleDragon,Narración,2296,23
WarriorMeat,Exploración,54307,7
SpaceLife,Plataformas,31452,46
StrikeDragon,Acción,68612,84
KnightsStrike,Casual,14136,6
SaintsDark,Casual,28640,21
DutyCompany,Cooperativo,30371,0
CombatGarden,Terror,34431,28
HeistDark,Supervivencia,52525,50
BattleHonor,Casual,15297,32
TheftTheft,Narración,40387,19
KillingTale,Cartas,67549,91
SniperThunder,Disparos,39647,89
ARKRot,Disparos,44741,78
SpaceDying,Comedia,36277,22
FloorRot,Terror,37306,32
GardenDuty,Rompecabezas,9047,32
AgeCounter,Exploración,61452,83
CombatKnights,Plataformas,38003,63
DutyFloor,Multijugador,42847,56
EvilMedal,Disparos,35262,23
MetroStrike,Supervivencia,29431,14
WarriorMetro,Cooperativo,51917,19
DarkDark,Cartas,29838,87
LeftLegend,Indie,16108,94
KnightsRow,Terror,64529,3
EmpireSpeed,Aventura,56885,9
StrikeQuest,Mundo Abierto,49130,49
ThunderMedal,Multijugador,14048,15
ArmaFloor,Casual,58437,0
SpeedRoyale,Casual,50674,84
StrikeLegend,Exploración,45071,19
QuestGarden,Simulación,64546,11
SaintsGalaxy,Acción,38918,91
SaintsControl,Casual,2698,73
MeatPlague,Casual,6437,23
MortalBattle,Comedia,58306,86
HonorCombat,Simulación,18287,36
BrutalStrange,Casual,32350,56
SaintsEmpire,Supervivencia,67214,100
PlagueSpeed,Indie,58050,13
KnightsCompany,Narración,36907,95
DragonWarrior,Exploración,42942,39
ARKCompany,Casual,59148,60
DragonControl,Casual,34685,52
WarriorLeft,Deportes,26749,11
HonorMeat,Exploración,25058,65
TaleBattle,Exploración,24299,41
LegendsSaints,Disparos,60075,40
StrikeCompany,Terror,57300,97
DyingEscape,Casual,27440,29
GrandLegends,Multijugador,51070,45
ThunderBrutal,Supervivencia,50495,97
DeadCombat,Rompecabezas,69407,65
HeistPlants,Estrategia,66021,52
DragonStrange,Comedia,3077,48
StrangeEvil,Indie,46590,13
SpeedBrutal,Deportes,53970,30
EscapeQuest,Comedia,43353,41
ARKLight,Exploración,54450,11
StrangeWarrior,Narración,16665,43
SniperHell,Acción,4105,29
HonorHell,Cartas,26781,93
LegendTale,Cooperativo,41690,92
MetroGarden,Comedia,68227,99
WarriorMeat,Indie,31633,74
LeftWarrior,Rompecabezas,24832,42
MetroGalaxy,Aventura,8733,90
EvilDying,Acción,33909,44
GrandGalaxy,Aventura,14076,91
DutyStrike,Rompecabezas,56126,65
LightSniper,Simulación,26322,3
SpeedHonor,Terror,26431,5
RoyaleHell,RPG,9374,99
LegendsSpace,Aventura,31722,2
LeftMedal,Supervivencia,65330,36
TheftDead,Casual,63623,85
KnightsKilling,Deportes,14101,13
StrangeFloor,Simulación,35651,73
KnightsLegend,Mundo Abierto,31468,28
RoyaleStrike,Exploración,21427,62
SpeedKnights,Aventura,7865,56
ControlLight,Deportes,28436,7
ArmaRot,Mundo Abierto,54162,29
BrutalDying,Aventura,42955,94
WarriorEvil,Narración,58521,31
MedalMafia,Terror,60637,56
BeyondMetro,Plataformas,2559,60
HellControl,Multijugador,49930,1
PlantsCounter,Comedia,3542,50
ArmaQuest,Casual,51267,1
SaintsBeyond,Acción,38523,46
LegendStrike,Aventura,41478,73
DarkMedal,Cartas,44920,95
MeatHonor,Exploración,13407,1
BattleCombat,Narración,56884,92
LegendHeist,Cartas,34617,52
BeyondAge,Deportes,59054,56
MafiaCounter,Narración,61757,90
EvilDuty,Multijugador,30536,92
TaleHeist,Casual,30829,2
HonorSpace,Terror,26814,41
EvilMafia,Plataformas,36761,8
SpaceControl,Indie,6982,55
WarriorFloor,Simulación,58825,65
WarARK,Mundo Abierto,67553,2
RotTheft,Mundo Abierto,33092,20
CombatCounter,Multijugador,18479,35
ThunderThunder,Comedia,39519,9
HonorHonor,Casual,32830,47
DyingCompany,Exploración,30486,92
TheftEmpire,Plataformas,29730,81
RotHeist,Deportes,23126,77
EscapeARK,Indie,49804,85
QuestPlants,Terror,2994,5
HeistARK,Mundo Abierto,22911,80
QuestRow,Disparos,26017,87
GalaxyMeat,Exploración,61273,44
MeatAge,Plataformas,19162,9
ARKSpace,Disparos,18646,88
ARKBeyond,Exploración,41947,92
SpaceDying,Estrategia,26947,85
StrikeEvil,Estrategia,61016,55
ArmaDragon,Casual,21375,17
CombatMeat,Cooperativo,6659,72
MeatEmpire,Deportes,14261,18
CombatTale,Aventura,23256,17
GalaxyGrand,Estrategia,4554,47
DeadWar,Cooperativo,1670,11
CombatDuty,Estrategia,55362,67
HonorDuty,RPG,65146,92
MetroRoyale,Deportes,55292,15
RunnerDuty,Multijugador,55338,61
WarControl,Plataformas,31493,39
FloorWarrior,Multijugador,50227,3
GrandFloor,Disparos,69222,88
TaleRunner,Casual,47604,8
LeftLegend,Rompecabezas,18958,73
EvilCombat,Comedia,67775,88
StrangeMeat,Casual,69729,71
EscapeLegend,Indie,66286,6
StrikeHeist,Mundo Abierto,13001,77
CombatEmpire,Deportes,5640,93
ControlHonor,Mundo Abierto,33066,75
MeatEmpire,Comedia,8894,94
DyingGrand,Mundo Abierto,20971,36
CombatArma,Simulación,34729,51
LegendsHonor,Rompecabezas,38286,79
PlantsMeat,Disparos,47398,4
StrikeLight,Multijugador,52581,79
HellLife,Exploración,53031,83
RunnerWarrior,Estrategia,43791,85
PlagueArma,Cartas,51880,96
QuestRow,Deportes,46707,12
TheftEmpire,Disparos,60548,29
DutyRunner,Rompecabezas,69996,85
SpaceGalaxy,Rompecabezas,21426,4
EscapeDragon,Plataformas,32278,24
DutyEscape,RPG,14782,45
GrandMafia,Deportes,23400,96
HonorHonor,Cooperativo,25121,34
GrandGrand,Simulación,16433,80
BeyondGrand,Comedia,9899,87
BrutalGalaxy,Multijugador,34278,23
TheftSniper,Multijugador,9482,25
RotQuest,Supervivencia,2455,19
DutyPlants,Cartas,17218,77
BattleMeat,Cooperativo,30455,70
MetroQuest,Cooperativo,2851,41
DutyKnights,Indie,67595,7
PlantsDying,Plataformas,49513,85
HellCombat,Acción,17977,60
TheftGrand,Estrategia,19738,69
TheftPlague,Exploración,12199,17
StrikeARK,Indie,11290,40
BattleMetro,Casual,21448,70
StrikeCompany,Exploración,18598,59
BrutalLegends,Disparos,34540,15
WarriorMedal,Comedia,5575,29
CounterHell,Cartas,52084,25
CounterSniper,Simulación,19576,14
ARKHonor,Terror,7400,95
FloorThunder,Simulación,15446,61
TaleDragon,Estrategia,19136,88
ARKDead,Narración,25289,1
WarriorRot,Casual,17098,99
KillingStrike,Cooperativo,35983,58
GalaxyBeyond,Deportes,24996,34
DyingCombat,RPG,9997,56
StrikeWarrior,Estrategia,1072,61
PlantsGrand,Disparos,65945,30
MetroSniper,Indie,64582,87
PlagueRunner,Multijugador,21738,64
DarkEvil,Cartas,49519,57
CombatDark,Mundo Abierto,44568,81
ThunderFloor,Rompecabezas,41886,2
CompanyCompany,Mundo Abierto,32260,24
RunnerPlague,Comedia,44398,7
BattleKilling,Comedia,24528,79
AgeFloor,Mundo Abierto,36351,91
MeatGrand,Casual,18619,27
SpeedHeist,Cooperativo,5646,78
ThunderEvil,Plataformas,10150,75
RowMortal,Indie,45709,80
ArmaLegend,Plataformas,46414,65
SpeedAge,Acción,39070,79
LeftMetro,Multijugador,69499,84
KnightsDying,Casual,8439,17
MeatBeyond,Cartas,10668,67
QuestGrand,Exploración,60388,100
CombatLife,Casual,51805,4
EscapeStrike,RPG,9777,1
RoyaleLife,Supervivencia,58718,78
HonorPlants,Exploración,60400,8
HonorCombat,Cooperativo,51495,48
SpaceEscape,Casual,50889,96
EvilWarrior,Casual,64775,71
EmpireAge,Multijugador,3958,41
HellRoyale,Simulación,55842,50
LifeKnights,Estrategia,25207,54
CompanyEmpire,Disparos,54966,30
DragonARK,Estrategia,19859,89
LegendsThunder,Rompecabezas,40181,34
TheftRoyale,Rompecabezas,12001,57
SniperDark,Multijugador,24094,72
DeadHonor,Terror,25227,95
LeftPlants,Disparos,49579,29
RowHonor,Rompecabezas,8182,68
MortalSaints,Indie,12347,49
RotEscape,Deportes,50396,61
SpeedSaints,Cooperativo,4357,94
RoyaleTale,Comedia,64602,78
DyingBrutal,Rompecabezas,68076,48
SniperControl,Plataformas,30301,71
CombatGrand,Casual,12616,59
HonorTheft,Cooperativo,18814,65
DeadFloor,Rompecabezas,66206,0
CombatFloor,Plataformas,11939,100
RoyaleDark,Simulación,40720,98
SaintsCombat,Indie,63388,89
ThunderGrand,RPG,1481,75
RoyaleArma,Deportes,48713,13
BattleSaints,Narración,56668,43
MetroEmpire,Casual,42528,62
SaintsWarrior,Comedia,3707,20
BeyondMetro,Multijugador,28694,38
HonorEscape,Terror,32012,45
MetroLight,Exploración,51007,79
DragonTale,Casual,60262,38
CompanyRow,Casual,34830,75
PlagueQuest,Narración,17037,68
RotWar,Casual,18723,51
CombatLegends,Deportes,29153,91
TheftEscape,Indie,46346,63
CounterSpeed,Mundo Abierto,3055,85
SpaceStrike,Cartas,42337,3
LifeMedal,Acción,35976,26
LeftCombat,Comedia,22169,66
KnightsStrike,Estrategia,34703,74
RowGarden,Indie,12449,49
DragonAge,Cartas,14939,66
LegendsTheft,Narración,7804,7
RoyaleLegends,Rompecabezas,31085,58
HonorEmpire,Narración,34759,87
RotMortal,Aventura,59570,33
RunnerLife,Narración,62864,85
BattleDark,Cooperativo,45180,25
RowMedal,Terror,58749,61
CombatARK,Estrategia,20486,1
RoyaleStrange,Terror,41777,72
EvilHonor,Disparos,8596,61
WarriorHeist,Narración,64611,68
StrangeEscape,Narración,55243,66
SpaceStrike,Plataformas,61595,58
HeistKilling,Casual,25713,5
PlagueDragon,Cooperativo,55750,96
ArmaLife,Indie,30165,76
RowLife,Acción,39798,18
RoyaleRunner,Aventura,27610,77
LeftThunder,Multijugador,27125,14
GardenDark,Plataformas,2213,81
HellSaints,Deportes,12921,21
StrikeThunder,Supervivencia,36848,5
WarriorHonor,Acción,3348,72
CombatStrange,Mundo Abierto,50458,73
CompanyBrutal,Disparos,29721,61
LegendRow,Simulación,27391,71
CompanyTheft,Supervivencia,68579,26
CompanyQuest,Multijugador,57831,91
CombatBrutal,Cartas,63176,23
KnightsQuest,Mundo Abierto,13581,78
HellPlague,Comedia,50681,63
WarBeyond,Deportes,52298,36
WarriorBeyond,RPG,38297,79
MeatSaints,Multijugador,10658,17
GardenCompany,Estrategia,23722,45
DeadPlants,Disparos,32167,72
DutyLegend,Supervivencia,3049,59
RowCounter,Terror,52339,21
BattleQuest,Terror,58367,85
PlantsHonor,RPG,20508,50
CombatMafia,Simulación,22464,35
LifeCounter,Acción,61716,100
LightEscape,Supervivencia,27963,37
RunnerCombat,Exploración,4048,6
CompanyGarden,Casual,49690,3
BrutalDark,Deportes,50841,9
RowCompany,Narración,7536,19
KnightsMedal,Multijugador,65192,19
WarriorMetro,Plataformas,39417,22
QuestAge,Comedia,11251,97
PlagueBeyond,Narración,38422,34
MetroGrand,Narración,63944,19
MortalWarrior,Indie,57083,64
CombatDead,Disparos,57924,25
HellWarrior,RPG,12248,25
ControlDark,Indie,52202,13
HonorDying,Multijugador,14381,65
StrikeARK,Mundo Abierto,59345,4
StrikeCombat,Rompecabezas,9599,54
StrikeSpace,Plataformas,23218,84
CombatMedal,Aventura,57913,83
KillingThunder,Cartas,27228,60
PlantsRow,Cooperativo,53216,65
SniperLight,Plataformas,9469,44
DarkTale,Multijugador,16140,71
GalaxyEmpire,Simulación,21755,81
StrikeRunner,Cooperativo,52400,40
EmpireHonor,Mundo Abierto,59683,29
DragonDragon,Indie,3772,28
CombatHonor,Estrategia,15824,59
HonorLeft,Simulación,55984,34
MeatLight,Acción,68732,37
SpeedMortal,Comedia,62851,44
LightARK,Exploración,6985,98
KillingTheft,Simulación,62967,98
PlantsMetro,Disparos,53761,54
DutyCounter,Mundo Abierto,16501,60
MeatControl,Narración,53176,6
GalaxyArma,Multijugador,32169,4
DyingDark,Plataformas,21204,100
GalaxyMafia,Comedia,25140,24
CompanyMetro,Rompecabezas,48786,29
LeftMafia,Simulación,41480,53
WarriorCombat,Supervivencia,21410,63
CombatHonor,Casual,8408,1
RotMetro,Terror,30117,42
EvilLife,Rompecabezas,69981,52
SpaceRoyale,Cooperativo,39078,42
CounterHeist,Estrategia,59643,52
LegendDark,Acción,69949,65
PlagueLeft,Casual,40486,87
PlagueDark,Comedia,43410,51
EmpireRunner,Multijugador,37385,44
CombatGalaxy,Indie,58657,91
LegendsSpace,Rompecabezas,66544,95
PlagueLeft,Exploración,17967,15
CounterStrange,Cooperativo,24715,70
DyingRoyale,Deportes,49674,80
HonorWar,Supervivencia,47159,65
MeatFloor,Aventura,53229,81
GrandMortal,Cooperativo,24700,72
RotRow,Cartas,68664,0
LifeLife,Multijugador,1446,46
LegendsControl,Indie,25280,88
LightLife,Casual,53437,46
ArmaLeft,RPG,66870,68
QuestRoyale,Aventura,7483,75
MortalControl,Acción,50532,29
PlagueMafia,Mundo Abierto,34614,50
LegendWar,Deportes,11431,87
DutyGalaxy,Exploración,46205,51
DragonStrike,Cooperativo,3294,33
ControlBrutal,Cartas,56936,19
RunnerEvil,Narración,63440,1
WarWar,Narración,23335,56
CombatQuest,Estrategia,63454,45
CompanyAge,Estrategia,18509,99
CombatKnights,Terror,64708,34
SpeedGrand,Narración,66375,59
MortalHeist,Simulación,44715,24
BattleRoyale,Rompecabezas,61339,18
HonorHeist,Cooperativo,60503,9
HellPlants,Mundo Abierto,12891,60
SaintsLight,Estrategia,10993,84
MortalDead,Disparos,8361,79
ThunderPlants,Disparos,62308,49
ControlMafia,Indie,64291,1
ARKWarrior,Comedia,18261,54
MortalHeist,Mundo Abierto,11646,9
SaintsCounter,Narración,26993,65
SaintsEscape,Casual,62260,72
LifeMortal,Narración,65384,47
DarkDying,Terror,27620,23
RunnerMetro,Aventura,4138,84
MetroTheft,Supervivencia,1255,5
HeistLife,Narración,44336,90
SpeedStrange,Casual,6080,4
GalaxyCompany,Estrategia,24968,100
RunnerFloor,Estrategia,35066,28
CombatMortal,Casual,46890,32
SaintsRow,Mundo Abierto,62995,32
WarSpace,Estrategia,38140,27
RunnerPlague,Supervivencia,27454,38
SpeedWarrior,Casual,59204,89
DutyDead,Mundo Abierto,61956,4
GardenRoyale,Mundo Abierto,19058,12
ArmaStrike,Acción,58941,79
EmpireAge,Narración,8080,68
HellWar,Mundo Abierto,62905,44
CombatLight,Casual,61144,84
EmpireRot,Indie,49163,31
KnightsMeat,Rompecabezas,15845,43
ControlWar,RPG,10260,1
AgeDuty,Casual,8436,95
GardenMedal,Deportes,28955,1
RotLegend,Cartas,63568,80
WarriorBrutal,Multijugador,30901,80
CombatRot,Rompecabezas,56611,52
LightMafia,Casual,60177,17
MetroArma,Aventura,11859,39
CombatPlague,Comedia,6223,19
CombatKilling,Supervivencia,25808,74
CompanyEvil,Narración,56025,45
MetroPlague,Acción,9957,14
StrangeArma,Terror,2512,74
EscapeCombat,Simulación,25073,94
KillingTheft,Supervivencia,24498,20
CombatBattle,Multijugador,48274,48
WarRoyale,RPG,45727,57
WarriorRot,Comedia,45307,52
MortalCompany,Narración,44259,51
RunnerRow,Indie,46251,95
MedalDark,Casual,65038,48
RoyaleHell,Disparos,10097,45
WarriorSniper,Deportes,18057,49
HeistThunder,Rompecabezas,40970,80
SpeedHell,RPG,2819,72
FloorWarrior,Supervivencia,56729,75
GardenWar,Exploración,69199,48
BattleKnights,Cooperativo,47248,84
KnightsTale,Supervivencia,52932,35
MetroBattle,Casual,65485,65
SaintsDuty,Multijugador,55023,40
EscapeWarrior,Aventura,53874,20
PlantsGarden,Deportes,14626,31
RowEmpire,Plataformas,46542,1
HonorMafia,Cartas,47394,61
AgeCombat,Estrategia,61496,63
CompanySniper,Cartas,19115,7
DyingCounter,Aventura,21032,100
MetroCombat,Plataformas,57407,90
KillingMortal,Plataformas,19982,37
WarCounter,Simulación,53172,8
SniperLife,Casual,67093,96
KnightsPlants,Cartas,66235,28
BattleKnights,Casual,56077,92
DutyHell,Narración,48862,3
MedalMetro,Mundo Abierto,25493,72
RoyaleCombat,Acción,53197,100
LifeRow,Cooperativo,50812,11
WarriorCombat,Plataformas,36621,60
HonorRunner,Simulación,9021,39
WarDuty,Cartas,20427,70
LegendCombat,Deportes,11889,15
HonorGrand,Narración,65357,94
RotAge,Acción,12271,57
MortalTale,Mundo Abierto,41507,1
PlagueTheft,Acción,43995,37
CombatPlants,Casual,12388,63
GalaxyWar,Casual,15364,86
HonorWarrior,Cooperativo,21080,1
EvilEvil,Terror,1114,69
FloorFloor,Rompecabezas,45910,42
HonorPlague,Plataformas,31947,87
DeadBeyond,Casual,14236,77
BattleRow,Supervivencia,65208,83
ArmaStrike,Simulación,69293,29
SpeedCounter,Indie,30724,78
HellRow,Indie,56633,79
MafiaEmpire,Cartas,63753,41
LeftStrange,Cooperativo,40876,76
DutyRunner,Simulación,29040,31
SniperARK,Indie,58257,93
SniperGrand,Mundo Abierto,41371,2
RunnerWarrior,Cartas,52664,7
GardenLight,Cooperativo,12228,47
AgeHonor,Deportes,8180,87
SaintsCombat,Cartas,58030,23
LifeGrand,Plataformas,46303,41
WarriorLegend,Plataformas,43812,77
BeyondMetro,Cooperativo,38885,88
ThunderWarrior,Cartas,36039,98
QuestEscape,Mundo Abierto,68122,26
MeatLeft,Narración,7225,53
CombatControl,Supervivencia,41901,98
EmpireControl,Terror,54712,13
EmpireMafia,Aventura,58858,47
MetroDuty,Comedia,60336,37
SpeedRot,Casual,54184,71
RotRoyale,Simulación,60982,91
GalaxyControl,Simulación,29895,6
RowDead,Cooperativo,9409,89
BattleBrutal,Simulación,69689,87
ThunderMafia,Narración,66413,15
LightLegends,Estrategia,18788,68
LifeWarrior,Narración,5997,14
TheftCombat,Terror,22107,65
RunnerLeft,Exploración,45200,30
StrikeTale,Casual,3001,24
HellPlague,RPG,65551,39
WarriorHell,Plataformas,39164,91
AgeWarrior,RPG,59301,18
LightLight,Casual,65127,28
DarkEmpire,Plataformas,12618,67
LegendsBrutal,Rompecabezas,13814,60
WarriorGrand,Supervivencia,61934,69
WarriorEmpire,Plataformas,41782,43
FloorSpeed,Disparos,3291,42
WarDying,Comedia,9663,72
StrikeLight,Disparos,4676,90
TaleBattle,Aventura,1296,50
StrikeDying,Estrategia,7194,5
BeyondMafia,Simulación,61763,35
CombatSaints,Supervivencia,65042,81
MeatEscape,Mundo Abierto,23007,89
AgeDark,Cartas,6850,77
LightRow,Disparos,16757,26
ARKMortal,Disparos,57744,81
WarriorRot,Exploración,65863,53
LegendHonor,Casual,15461,89
MeatCombat,Casual,18051,100
RoyaleEmpire,Acción,40614,39
CombatAge,Cooperativo,24408,16
KnightsAge,Multijugador,45758,94
PlantsStrike,Terror,38514,90
BrutalDuty,Exploración,5101,4
MedalHell,Indie,50626,16
MortalGarden,Estrategia,55479,75
EscapeHell,Casual,28062,2
WarriorEscape,Plataformas,12278,58
AgeSpeed,Plataformas,34939,47
HonorLight,Cooperativo,38848,88
GardenWarrior,Terror,54310,64
GardenWar,RPG,40937,16
StrangeDuty,Mundo Abierto,35401,80
LifeARK,Supervivencia,4367,89
FloorGarden,Mundo Abierto,6347,31
KnightsCombat,Indie,29111,53
HonorAge,Cooperativo,2380,39
RoyaleArma,Exploración,19805,8
RotKnights,Comedia,58600,51
ArmaGarden,Plataformas,22002,12
WarriorPlants,Indie,17778,41
HellDying,Acción,61071,44
DutyBattle,Disparos,20079,69
MafiaGrand,Cooperativo,7314,91
LightKilling,Acción,39691,90
KnightsCompany,RPG,17092,11
ThunderStrange,Estrategia,30016,38
RowBeyond,Plataformas,31263,20
FloorThunder,Multijugador,39158,98
SaintsKnights,Cooperativo,19672,50
HellCombat,Multijugador,42079,71
DragonGarden,Plataformas,58213,49
TaleThunder,Exploración,29977,35
RotGalaxy,Deportes,42168,4
ControlCombat,Acción,14623,16
QuestStrange,Cooperativo,68752,70
HeistDragon,Disparos,68384,20
RoyaleTale,Plataformas,2089,21
EscapeMortal,RPG,64291,27
ARKFloor,Casual,58259,2
KnightsDark,Acción,25753,55
LegendsPlants,Indie,10665,36
ArmaLegend,Disparos,43267,84
GrandWarrior,Cooperativo,25020,80
KnightsKnights,Deportes,46470,29
ArmaControl,Estrategia,45902,78
SpaceMafia,Cartas,61195,90
LegendsFloor,Indie,50300,93
HonorRow,Multijugador,6873,52
CompanyDuty,Acción,52800,64
FloorTale,Estrategia,49266,30
TaleBeyond,Rompecabezas,15438,15
MetroDragon,Terror,12449,82
AgeCompany,Casual,51822,6
SpaceHell,Casual,39728,77
ARKRoyale,Comedia,17702,93
TheftMeat,Supervivencia,57197,28
GrandStrike,Estrategia,15253,11
WarriorCompany,Indie,7371,21
WarLeft,Casual,42596,65
StrikeEmpire,Casual,20667,69
ArmaLegend,Rompecabezas,54206,40
MedalKilling,Indie,58452,45
RowHell,Casual,28653,91
GardenEmpire,Casual,43994,10
LeftCounter,Supervivencia,57794,56
LeftTheft,Comedia,40374,74
HeistMeat,Cooperativo,18316,10
DragonGarden,Plataformas,1617,49
WarriorRunner,Casual,5258,40
CombatTale,Exploración,30017,29
ThunderMafia,Casual,14267,46
HonorHeist,Cooperativo,62416,21
GardenThunder,Estrategia,25086,5
LifeMortal,Casual,63193,58
PlantsQuest,Rompecabezas,33788,97
WarriorHell,Comedia,53781,100
CounterPlague,Rompecabezas,55840,19
MeatRoyale,Mundo Abierto,53641,46
GrandBeyond,Supervivencia,38821,57
QuestSaints,Rompecabezas,28685,97
KillingFloor,Cartas,51013,68
ARKBattle,Estrategia,38186,91
DarkBattle,Cartas,3490,37
RotARK,Comedia,54275,65
GardenDark,RPG,43044,35
GrandLight,Indie,69059,16
WarriorTale,Comedia,51241,91
MortalLife,Rompecabezas,12508,35
GalaxyKnights,Narración,62973,82
RoyaleEvil,Exploración,23815,69
SpaceArma,Comedia,14088,5
WarriorGarden,Indie,46777,17
HeistCombat,Mundo Abierto,18071,2
WarControl,Estrategia,16141,13
MeatCounter,Simulación,14111,22
HellDark,Exploración,12824,48
FloorBrutal,Casual,63036,60
CombatRot,Mundo Abierto,23157,28
GrandKnights,Mundo Abierto,17388,88
BeyondBrutal,Supervivencia,18060,45
EmpireSpeed,Casual,49004,12
ThunderMetro,Cartas,15220,63
SaintsRunner,Indie,26276,86
CombatRunner,Indie,48011,98
HeistLight,Estrategia,52186,92
BeyondWar,Estrategia,1829,41
SpeedBrutal,Narración,58287,32
WarThunder,Narración,65389,72
FloorLife,Multijugador,54489,34
LegendsBeyond,Exploración,3860,77
EscapeWarrior,Multijugador,66693,88
PlagueLegend,Comedia,55888,37
HellHeist,Disparos,1545,78
CombatRow,Acción,36414,71
GalaxyGarden,Multijugador,56814,90
WarCompany,Comedia,34818,68
GalaxyEvil,Disparos,53938,26
WarEscape,Casual,21436,61
CombatRunner,Cartas,20205,38
LegendsMeat,Exploración,17375,33
BeyondDragon,Exploración,8964,15
DyingEvil,Casual,32262,19
HonorEscape,Plataformas,27466,86
QuestKnights,Cartas,27039,62
BattleKnights,Mundo Abierto,68437,1
HonorMortal,Deportes,57418,54
HeistControl,Exploración,39745,87
StrikeGarden,Terror,25864,58
MafiaPlants,Mundo Abierto,24579,43
LegendCounter,Exploración,52924,8
CounterCounter,Supervivencia,35034,76
WarDark,Simulación,64141,32
MortalLegend,Indie,5300,25
CombatLife,Estrategia,42119,41
GardenTheft,Narración,56452,11
DragonRunner,Multijugador,4469,68
MedalCombat,Terror,42583,81
ARKDuty,Acción,31901,21
DeadGalaxy,Mundo Abierto,52790,41
DeadTale,Cooperativo,4787,97
MafiaEmpire,Acción,37567,45
CombatMortal,Indie,18566,44
ControlDark,Rompecabezas,26951,92
LegendStrike,Indie,7558,15
SaintsCompany,Narración,23985,66
DutyThunder,Estrategia,45448,71
RoyaleSaints,Exploración,31803,55
TalePlants,RPG,31783,50
KillingDying,Mundo Abierto,3425,52
WarPlague,Plataformas,68760,61
EmpireBattle,Aventura,58538,6
KillingHell,Mundo Abierto,14856,68
CompanyCombat,Rompecabezas,3460,10
MortalEmpire,Supervivencia,30178,16
SpaceHonor,Casual,13069,3
RunnerDead,Narración,61622,61
GrandPlague,Comedia,32180,44
WarDuty,Exploración,4623,44
RotGarden,Rompecabezas,21209,55
DragonEmpire,Narración,44967,28
RowFloor,Aventura,13057,73
DarkMetro,Cartas,5803,7
KnightsRow,Estrategia,18020,33
RotSniper,Simulación,38198,26
LegendsStrike,RPG,15100,67
AgeKnights,Supervivencia,69967,52
MetroRoyale,Multijugador,18056,0
StrikeRunner,Casual,1136,13
DarkHonor,Terror,8764,2
LeftGalaxy,Aventura,28330,79
DyingWar,Rompecabezas,47770,35
DyingTale,Multijugador,56279,55
WarriorSpeed,Plataformas,68452,0
MetroSpace,Plataformas,68888,4
HonorGrand,Rompecabezas,3083,87
EscapeSpeed,RPG,56792,57
LeftWarrior,Indie,12563,84
WarriorMortal,Indie,44013,67
ArmaEscape,Casual,13167,28
DeadMafia,Indie,3197,31
LifeKilling,Estrategia,49435,65
ARKThunder,Multijugador,34031,25
PlantsBeyond,Casual,13905,70
CompanyDragon,Casual,1682,17
DyingControl,Plataformas,12574,76
RowArma,Plataformas,25731,0
SniperEmpire,Cooperativo,48995,26
WarSpace,RPG,7511,64
ArmaTale,Casual,45053,79
MafiaBrutal,Casual,37250,31
DragonARK,Disparos,27796,75
HonorRow,Narración,14562,3
SniperDragon,Supervivencia,4850,20
CombatBrutal,RPG,4241,34
RowHeist,Indie,56196,90
SpaceCombat,RPG,27634,48
WarTheft,Rompecabezas,65764,79
RowGarden,Disparos,38709,69
KillingQuest,Terror,8917,8
